,token,lemma,pos,tag,dep,is_sentence_start,is_sentence_end
5330,εὐαγγελίου,εὐαγγέλιον,NOUN,Nb,conj,False,False
5331,σώσει,σῴζω,VERB,V-,ROOT,False,False
5332,αὐτήν,αὐτός,PRON,Pp,obj,False,True
5333,τί,τίς,PRON,Pi,obl,True,False
5334,γὰρ,γάρ,ADV,Df,discourse,False,False
5335,ὠφελεῖ,ὠφελέω,VERB,V-,ROOT,False,False
5336,ἄνθρωπον,ἄνθρωπος,NOUN,Nb,nsubj,False,False
5337,κερδῆσαι,κερδαίνω,VERB,V-,ccomp,False,False
5338,τὸν,ὁ,DET,S-,det,False,False
5339,κόσμον,κόσμος,NOUN,Nb,obj,False,False
5340,ὅλον,ὅλος,ADJ,A-,amod,False,False
5341,καὶ,καί,CCONJ,C-,cc,False,False
5342,ζημιωθῆναι,ζημιόω,VERB,V-,conj,False,False
5343,τὴν,ὁ,DET,S-,det,False,False
5344,ψυχὴν,ψυχή,NOUN,Nb,obj,False,False
5345,αὐτοῦ,αὐτός,PRON,Pp,det,False,True
5346,τί,τίς,PRON,Pi,obj,True,False
5347,γὰρ,γάρ,ADV,Df,discourse,False,False
5348,δοῖ,δίδωμι,VERB,V-,advcl,False,False
5349,ἄνθρωπος,ἄνθρωπος,NOUN,Nb,nsubj,False,False
5350,ἀντάλλαγμα,ἀντάλλαγμα,NOUN,Nb,xcomp,False,False
5351,τῆς,ὁ,DET,S-,det,False,False
5352,ψυχῆς,ψυχή,NOUN,Nb,nmod,False,False
5353,αὐτοῦ,αὐτός,PRON,Pp,det,False,False
5354,ὃς,ὅς,PRON,Pr,dep,True,False
5355,γὰρ,γάρ,ADV,Df,discourse,False,False
5356,ἐὰν,ἐάν,ADV,Df,advmod,False,False
5357,ἐπαισχυνθῇ,ἐπαισχύνομαι,VERB,V-,dislocated,False,False
5358,με,ἐγώ,PRON,Pp,obj,False,False
5359,καὶ,καί,CCONJ,C-,cc,False,False
5360,τοὺς,ὁ,DET,S-,det,False,False
5361,ἐμοὺς,ἐμός,ADJ,Ps,nmod,False,False
5362,λόγους,λόγος,NOUN,Nb,conj,False,False
5363,ἐν,ἐν,ADP,R-,case,False,False
5364,τῇ,ὁ,DET,S-,det,False,False
5365,γενεᾷ,γενεά,NOUN,Nb,obl,False,False
5366,ταύτῃ,ταύτῃ,DET,Pd,det,False,False
5367,τῇ,ὁ,DET,S-,det,False,False
5368,μοιχαλίδι,μοιχαλίς,NOUN,Nb,appos,False,False
5369,καὶ,καί,CCONJ,C-,cc,False,False
5370,ἁμαρτωλῷ,ἁμαρτωλός,ADJ,A-,conj,False,False
5371,καὶ,καί,ADV,Df,advmod,False,False
5372,ὁ,ὁ,DET,S-,det,False,False
5373,υἱὸς,υἱός,NOUN,Nb,nsubj,False,False
5374,τοῦ,ὁ,DET,S-,det,False,False
5375,ἀνθρώπου,ἄνθρωπος,NOUN,Nb,nmod,False,False
5376,ἐπαισχυνθήσεται,ἐπαισχύνομαι,VERB,V-,ROOT,False,False
5377,αὐτόν,αὐτός,PRON,Pp,obj,False,True
5378,ὅταν,ὅταν,ADV,Dq,advmod,False,False
5379,ἔλθῃ,ἔρχομαι,VERB,V-,advcl,False,False
5380,ἐν,ἐν,ADP,R-,case,False,False
5381,τῇ,ὁ,DET,S-,det,False,False
5382,δόξῃ,δόξα,NOUN,Nb,obl,False,False
5383,τοῦ,ὁ,DET,S-,det,False,False
5384,πατρὸς,πατήρ,NOUN,Nb,nmod,False,False
5385,αὐτοῦ,αὐτός,PRON,Pp,det,False,False
5386,μετὰ,μετά,ADP,R-,case,False,False
5387,τῶν,ὁ,DET,S-,det,False,False
5388,ἀγγέλων,ἄγγελος,NOUN,Nb,obl,False,False
5389,τῶν,ὁ,DET,S-,det,False,False
5390,ἁγίων,ἅγιος,ADJ,A-,appos,False,False
5391,Καὶ,καί,CCONJ,C-,cc,True,False
5392,ἔλεγεν,λέγω,VERB,V-,ROOT,False,False
5393,αὐτοῖς,αὐτός,PRON,Pp,iobj,False,True
5394,ἀμὴν,ἀμήν,INTJ,I-,vocative,True,False
5395,λέγω,λέγω,VERB,V-,ROOT,False,False
5396,ὑμῖν,ὑμεῖς,PRON,Pp,iobj,False,False
5397,ὅτι,ὅτι,SCONJ,G-,mark,False,False
5398,εἰσίν,εἰμί,AUX,V-,ccomp,False,False
5399,τινες,τίς,ADJ,Px,nsubj,False,False
5400,ὧδε,ὧδε,ADV,Df,advmod,False,False
5401,τῶν,ὁ,DET,S-,det,False,False
5402,ἑστηκότων,ἵστημι,VERB,V-,nmod,False,False
5403,οἵτινες,ὅστις,PRON,Pr,nsubj,False,False
5404,οὐ,οὐ,ADV,Df,advmod,False,False
5405,μὴ,μή,ADV,Df,advmod,False,False
5406,γεύσωνται,γεύομαι,VERB,V-,acl,False,False
5407,θανάτου,θάνατος,NOUN,Nb,iobj,False,False
5408,ἕως,ἕως,SCONJ,G-,mark,False,False
5409,ἂν,ἄν,ADV,Df,advmod,False,False
5410,ἴδωσιν,ὁράω,VERB,V-,advcl,False,False
5411,τὴν,ὁ,DET,S-,det,False,False
5412,βασιλείαν,βασιλεία,NOUN,Nb,obj,False,False
5413,τοῦ,ὁ,DET,S-,det,False,False
5414,θεοῦ,θεός,NOUN,Nb,nmod,False,False
5415,ἐληλυθυῖαν,ἔρχομαι,VERB,V-,xcomp,False,False
5416,ἐν,ἐν,ADP,R-,case,False,False
5417,δυνάμει,δύναμις,NOUN,Nb,obl,False,True
5418,Καὶ,καί,CCONJ,C-,cc,True,False
5419,μετὰ,μετά,ADP,R-,case,False,False
5420,ἡμέρας,ἡμέρα,NOUN,Nb,obl,False,False
5421,ἓξ,ἕξ,NUM,Ma,nummod,False,False
5422,παραλαμβάνει,παραλαμβάνω,VERB,V-,ROOT,False,False
5423,ὁ,ὁ,DET,S-,det,False,False
5424,Ἰησοῦς,ἰησοῦς,PROPN,Ne,nsubj,False,False
5425,τὸν,ὁ,DET,S-,det,False,False
5426,Πέτρον,πέτρος,PROPN,Ne,obj,False,False
5427,καὶ,καί,CCONJ,C-,cc,False,False
5428,τὸν,ὁ,DET,S-,det,False,False
5429,Ἰάκωβον,ἰάκωβος,PROPN,Ne,conj,False,False
5430,καὶ,καί,CCONJ,C-,cc,False,False
5431,τὸν,ὁ,DET,S-,det,False,False
5432,Ἰωάννην,ἰωάν(ν)ης,PROPN,Ne,conj,False,False
5433,καὶ,καί,CCONJ,C-,cc,False,False
5434,ἀναφέρει,ἀναφέρω,VERB,V-,conj,False,False
5435,αὐτοὺς,αὐτός,PRON,Pp,obj,False,False
5436,εἰς,εἰς,ADP,R-,case,False,False
5437,ὄρος,ὄρος,NOUN,Nb,obl,False,False
5438,ὑψηλὸν,ὑψηλός,ADJ,A-,amod,False,False
5439,κατ’,κατ’,ADP,R-,case,False,False
5440,ἰδίαν,ἴδιος,ADJ,A-,advmod,False,False
5441,μόνους,μόνος,ADJ,A-,appos,False,True
5442,καὶ,καί,CCONJ,C-,cc,False,False
5443,μετεμορφώθη,μεταμορφόω,VERB,V-,ROOT,False,False
5444,ἔμπροσθεν,ἔμπροσθεν,ADP,R-,case,False,False
5445,αὐτῶν,αὐτός,PRON,Pp,obl,False,False
5446,καὶ,καί,CCONJ,C-,cc,False,False
5447,τὰ,ὁ,DET,S-,det,False,False
5448,ἱμάτια,ἱμάτιον,NOUN,Nb,nsubj,False,False
5449,αὐτοῦ,αὐτός,PRON,Pp,det,False,False
5450,ἐγένετο,γίγνομαι,VERB,V-,conj,False,False
5451,στίλβοντα,στίλβω,VERB,V-,xcomp,False,False
5452,λευκὰ,λευκός,ADJ,A-,appos,False,False
5453,λίαν,λίαν,ADV,Df,advmod,False,False
5454,οἷα,οἷος,PRON,Pr,obj,False,False
5455,γναφεὺς,γναφεύς,NOUN,Nb,nsubj,False,False
5456,ἐπὶ,ἐπί,ADP,R-,case,False,False
5457,τῆς,ὁ,DET,S-,det,False,False
5458,γῆς,γῆ,NOUN,Nb,nmod,False,False
5459,οὐ,οὐ,ADV,Df,advmod,False,False
5460,δύναται,δύναμαι,VERB,V-,acl,False,False
5461,οὕτως,οὕτω(ς),ADV,Df,advmod,False,False
5462,λευκᾶναι,λευκαίνω,VERB,V-,xcomp,False,True
5463,καὶ,καί,CCONJ,C-,cc,True,False
5464,ὤφθη,ὁράω,VERB,V-,ROOT,False,False
5465,αὐτοῖς,αὐτός,PRON,Pp,iobj,False,False
5466,Ἠλίας,ἠλίας,PROPN,Ne,nsubj:pass,False,False
5467,σὺν,σύν,ADP,R-,case,False,False
5468,Μωϋσεῖ,μωϋσῆς,PROPN,Ne,obl,False,False
5469,καὶ,καί,CCONJ,C-,cc,False,False
5470,ἦσαν,εἰμί,AUX,V-,cop,False,False
5471,συλλαλοῦντες,συλλαλοῦντες,VERB,V-,conj,False,False
5472,τῷ,ὁ,DET,S-,det,False,False
5473,Ἰησοῦ.,ἰησοῦ.,PROPN,Ne,iobj,False,True
5474,καὶ,καί,CCONJ,C-,cc,True,False
5475,ἀποκριθεὶς,ἀποκρίνω,VERB,V-,advcl,False,False
5476,ὁ,ὁ,DET,S-,det,False,False
5477,Πέτρος,πέτρος,PROPN,Ne,nsubj,False,False
5478,λέγει,λέγω,VERB,V-,ROOT,False,False
5479,τῷ,ὁ,DET,S-,det,False,False
5480,Ἰησοῦ,ἰησοῦς,PROPN,Ne,iobj,False,True
5481,ῥαββί,ῥαββί,NOUN,Nb,vocative,False,False
5482,καλόν,καλός,ADJ,A-,ROOT,False,False
5483,ἐστιν,εἰμί,AUX,V-,cop,False,False
5484,ἡμᾶς,ἡμεῖς,PRON,Pp,nsubj,False,False
5485,ὧδε,ὧδε,ADV,Df,ccomp,False,False
5486,εἶναι,εἰμί,AUX,V-,cop,False,False
5487,καὶ,καί,CCONJ,C-,cc,False,False
5488,ποιήσωμεν,ποιέω,VERB,V-,conj,False,False
5489,τρεῖς,τρεῖς,NUM,Ma,nummod,False,False
5490,σκηνάς,σκηνή,NOUN,Nb,obj,False,False
5491,σοὶ,σύ,PRON,Pp,orphan,False,False
5492,μίαν,εἷς,NUM,Ma,appos,False,False
5493,καὶ,καί,CCONJ,C-,orphan,False,False
5494,Μωϋσεῖ,μωϋσῆς,PROPN,Ne,orphan,False,False
5495,μίαν,εἷς,NUM,Ma,orphan,False,False
5496,καὶ,καί,CCONJ,C-,cc,False,False
5497,Ἠλίᾳ,ἠλίᾳ,PROPN,Ne,orphan,False,False
5498,μίαν,εἷς,NUM,Ma,orphan,False,True
5499,οὐ,οὐ,ADV,Df,advmod,True,False
5500,γὰρ,γάρ,ADV,Df,discourse,False,False
5501,ᾔδει,οἶδα,VERB,V-,ROOT,False,False
5502,τί,τίς,PRON,Pi,obj,False,False
5503,ἀποκριθῇ,ἀποκρίνω,VERB,V-,ccomp,False,False
5504,ἔκφοβοι,ἔκφοβος,ADJ,A-,xcomp,True,False
5505,γὰρ,γάρ,ADV,Df,discourse,False,False
5506,ἐγένοντο,γίγνομαι,VERB,V-,ROOT,False,True
5507,καὶ,καί,CCONJ,C-,cc,True,False
5508,ἐγένετο,γίγνομαι,VERB,V-,ROOT,False,False
5509,νεφέλη,νεφέλη,NOUN,Nb,nsubj,False,False
5510,ἐπισκιάζουσα,ἐπισκιάζω,VERB,V-,acl,False,False
5511,αὐτοῖς,αὐτός,PRON,Pp,iobj,False,False
5512,καὶ,καί,CCONJ,C-,cc,True,False
5513,ἐγένετο,γίγνομαι,VERB,V-,ROOT,False,False
5514,φωνὴ,φωνή,NOUN,Nb,nsubj,False,False
5515,ἐκ,ἐκ,ADP,R-,case,False,False
5516,τῆς,ὁ,DET,S-,det,False,False
5517,νεφέλης,νεφέλη,NOUN,Nb,obl,False,False
5518,οὗτός,οὗτος,ADJ,Pd,nsubj,True,False
5519,ἐστιν,εἰμί,AUX,V-,cop,False,False
5520,ὁ,ὁ,DET,S-,det,False,False
5521,υἱός,υἱός,NOUN,Nb,ROOT,False,False
5522,μου,ἐγώ,PRON,Pp,det,False,False
5523,ὁ,ὁ,DET,S-,det,False,False
5524,ἀγαπητός,ἀγαπητός,ADJ,A-,nmod,False,True
5525,ἀκούετε,ἀκούω,VERB,V-,ROOT,False,True
5526,αὐτοῦ.,αὐτοῦ.,PRON,Pp,vocative,True,False
5527,καὶ,καί,CCONJ,C-,cc,True,False
5528,ἐξάπινα,ἐξάπινα,ADV,Df,advmod,False,False
5529,περιβλεψάμενοι,περιβλέπω,VERB,V-,advcl,False,False
5530,οὐκέτι,οὐκέτι,ADV,Df,advmod,False,False
5531,οὐδένα,οὐδείς,ADJ,Px,obj,False,False
5532,εἶδον,ὁράω,VERB,V-,ROOT,False,False
5533,ἀλλὰ,ἀλλά,CCONJ,C-,cc,False,False
5534,τὸν,ὁ,DET,S-,det,False,False
5535,Ἰησοῦν,ἰησοῦς,PROPN,Ne,conj,False,False
5536,μόνον,μόνος,ADJ,A-,appos,False,False
5537,μεθ’,μεθ’,ADP,R-,case,False,False
5538,ἑαυτῶν,ἑαυτοῦ,PRON,Pk,obl,False,True
5539,Καὶ,καί,CCONJ,C-,cc,True,False
5540,καταβαινόντων,καταβαίνω,VERB,V-,advcl,False,False
5541,αὐτῶν,αὐτός,PRON,Pp,nsubj,False,False
5542,ἐκ,ἐκ,ADP,R-,case,False,False
5543,τοῦ,ὁ,DET,S-,det,False,False
5544,ὄρους,ὄρος,NOUN,Nb,obl,False,False
5545,διεστείλατο,διαστέλλω,VERB,V-,ROOT,False,False
5546,αὐτοῖς,αὐτός,PRON,Pp,iobj,False,False
5547,ἵνα,ἵνα,SCONJ,G-,mark,False,False
5548,μηδενὶ,μηδείς,ADJ,Px,iobj,False,False
5549,ἃ,ὅς,PRON,Pr,obj,False,False
5550,εἶδον,ὁράω,VERB,V-,obj,False,False
5551,διηγήσωνται,διηγέομαι,VERB,V-,ccomp,False,False
5552,εἰ,εἰ,ADV,Df,advmod,False,False
5553,μὴ,μή,ADV,Df,advmod,False,False
5554,ὅταν,ὅταν,ADV,Dq,advmod,False,False
5555,ὁ,ὁ,DET,S-,det,False,False
5556,υἱὸς,υἱός,NOUN,Nb,nsubj,False,False
5557,τοῦ,ὁ,DET,S-,det,False,False
5558,ἀνθρώπου,ἄνθρωπος,NOUN,Nb,nmod,False,False
5559,ἐκ,ἐκ,ADP,R-,case,False,False
5560,νεκρῶν,νεκρός,ADJ,A-,obl,False,False
5561,ἀναστῇ.,ἀναστῇ.,VERB,V-,advcl,False,True
5562,καὶ,καί,CCONJ,C-,cc,True,False
5563,τὸν,ὁ,DET,S-,det,False,False
5564,λόγον,λόγος,NOUN,Nb,obj,False,False
5565,ἐκράτησαν,κρατέω,VERB,V-,ROOT,False,False
5566,πρὸς,πρός,ADP,R-,case,False,False
5567,ἑαυτοὺς,ἑαυτοῦ,PRON,Pk,xcomp,False,False
5568,συζητοῦντες,συζητέω,VERB,V-,advcl,False,False
5569,τί,τίς,PRON,Pi,ccomp,False,False
5570,ἐστιν,εἰμί,AUX,V-,cop,False,False
5571,τὸ,ὁ,DET,S-,det,False,False
5572,ἐκ,ἐκ,ADP,R-,case,False,False
5573,νεκρῶν,νεκρός,ADJ,A-,obl,False,False
5574,ἀναστῆναι,ἀνίστημι,VERB,V-,nsubj,False,True
5575,Καὶ,καί,CCONJ,C-,cc,True,False
5576,ἐπηρώτων,ἐπερωτάω,VERB,V-,ROOT,False,False
5577,αὐτὸν,αὐτός,PRON,Pp,obj,False,False
5578,λέγοντες,λέγω,VERB,V-,advcl,False,False
5579,ὅτι,ὅτι,SCONJ,G-,mark,False,False
5580,λέγουσιν,λέγω,VERB,V-,ccomp,False,False
5581,οἱ,ὁ,DET,S-,det,False,False
5582,γραμματεῖς,γραμματεύς,NOUN,Nb,nsubj,False,False
5583,ὅτι,ὅτι,SCONJ,G-,mark,False,False
5584,Ἠλίαν,ἠλίαν,PROPN,Ne,nsubj,False,False
5585,δεῖ,δεῖ,VERB,V-,ccomp,False,False
5586,ἐλθεῖν,ἔρχομαι,VERB,V-,ccomp,False,False
5587,πρῶτον,πρῶτος,ADJ,Mo,advmod,False,False
5588,ὁ,ὁ,PRON,Pp,nsubj,True,False
5589,δὲ,δέ,ADV,Df,discourse,False,False
5590,ἔφη,φημί,VERB,V-,ROOT,False,False
5591,αὐτοῖς,αὐτός,PRON,Pp,iobj,False,True
5592,Ἠλίας,ἠλίας,PROPN,Ne,nsubj,False,False
5593,μὲν,μέν,ADV,Df,discourse,False,False
5594,ἐλθὼν,ἔρχομαι,VERB,V-,advcl,False,False
5595,πρῶτον,πρῶτος,ADJ,Mo,advmod,False,False
5596,ἀποκαθιστάνει,ἀποκαθιστάνω,VERB,V-,ROOT,False,False
5597,πάντα,πᾶς,ADJ,Px,obj,False,False
5598,καὶ,καί,CCONJ,C-,cc,True,False
5599,πῶς,πῶς,ADV,Du,advmod,False,False
5600,γέγραπται,γράφω,VERB,V-,ROOT,False,False
5601,ἐπὶ,ἐπί,ADP,R-,case,False,False
5602,τὸν,ὁ,DET,S-,det,False,False
5603,υἱὸν,υἱός,NOUN,Nb,obl,False,False
5604,τοῦ,ὁ,DET,S-,det,False,False
5605,ἀνθρώπου,ἄνθρωπος,NOUN,Nb,nmod,False,False
5606,ἵνα,ἵνα,SCONJ,G-,mark,False,False
5607,πολλὰ,πολύς,ADJ,A-,obj,False,False
5608,πάθῃ,πάσχω,VERB,V-,csubj:pass,False,False
5609,καὶ,καί,CCONJ,C-,cc,False,False
5610,ἐξουδενηθῇ,ἐξουδενηθῇ,VERB,V-,conj,False,False
5611,ἀλλὰ,ἀλλά,CCONJ,C-,cc,True,False
5612,λέγω,λέγω,VERB,V-,ROOT,False,False
5613,ὑμῖν,ὑμεῖς,PRON,Pp,iobj,False,False
5614,ὅτι,ὅτι,SCONJ,G-,mark,False,False
5615,καὶ,καί,CCONJ,C-,cc,False,False
5616,Ἠλίας,ἠλίας,PROPN,Ne,nsubj,False,False
5617,ἐλήλυθεν,ἔρχομαι,VERB,V-,ccomp,False,False
5618,καὶ,καί,CCONJ,C-,cc,False,False
5619,ἐποίησαν,ποιέω,VERB,V-,conj,False,False
5620,αὐτῷ,αὐτός,PRON,Pp,iobj,False,False
5621,ὅσα,ὅσος,PRON,Pr,obj,False,False
5622,ἤθελον,ἐθέλω,VERB,V-,obj,False,False
5623,καθὼς,καθώς,ADV,Dq,advmod,False,False
5624,γέγραπται,γράφω,VERB,V-,advcl,False,False
5625,ἐπ’,ἐπ’,ADP,R-,case,False,False
5626,αὐτόν,αὐτός,PRON,Pp,obl,False,True
5627,Καὶ,καί,CCONJ,C-,cc,True,False
5628,ἐλθόντες,ἔρχομαι,VERB,V-,advcl,False,False
5629,πρὸς,πρός,ADP,R-,case,False,False
5630,τοὺς,ὁ,DET,S-,det,False,False
5631,μαθητὰς,μαθητής,NOUN,Nb,obl,False,False
5632,εἶδον,ὁράω,VERB,V-,ROOT,False,False
5633,ὄχλον,ὄχλος,NOUN,Nb,obj,False,False
5634,πολὺν,πολύς,ADJ,A-,amod,False,False
5635,περὶ,περί,ADP,R-,case,False,False
5636,αὐτοὺς,αὐτός,PRON,Pp,obl,False,False
5637,καὶ,καί,CCONJ,C-,cc,False,False
5638,γραμματεῖς,γραμματεύς,NOUN,Nb,conj,False,False
5639,συζητοῦντας,συζητέω,VERB,V-,xcomp,False,False
5640,πρὸς,πρός,ADP,R-,case,False,False
5641,αὐτούς,αὐτός,PRON,Pp,obl,False,True
5642,καὶ,καί,CCONJ,C-,cc,True,False
5643,εὐθὺς,εὐθύς,ADV,Df,advmod,False,False
5644,πᾶς,πᾶς,DET,Px,det,False,False
5645,ὁ,ὁ,DET,S-,det,False,False
5646,ὄχλος,ὄχλος,NOUN,Nb,nsubj:pass,False,False
5647,ἰδόντες,ὁράω,VERB,V-,advcl,False,False
5648,αὐτὸν,αὐτός,PRON,Pp,obj,False,False
5649,ἐξεθαμβήθησαν,ἐκθαμβέω,VERB,V-,ROOT,False,False
5650,καὶ,καί,CCONJ,C-,cc,False,False
5651,προστρέχοντες,προστρέχω,VERB,V-,advcl,False,False
5652,ἠσπάζοντο,ἀσπάζομαι,VERB,V-,conj,False,False
5653,αὐτόν,αὐτός,PRON,Pp,obj,False,True
5654,καὶ,καί,CCONJ,C-,cc,True,False
5655,ἐπηρώτησεν,ἐπερωτάω,VERB,V-,ROOT,False,False
5656,αὐτούς,αὐτός,PRON,Pp,obj,False,True
5657,τί,τίς,PRON,Pi,obj,True,False
5658,συζητεῖτε,συζητέω,VERB,V-,ROOT,False,False
5659,πρὸς,πρός,ADP,R-,case,False,False
5660,αὐτούς,αὐτός,PRON,Pp,obl,False,True
5661,Καὶ,καί,CCONJ,C-,cc,True,False
5662,ἀπεκρίθη,ἀποκρίνω,VERB,V-,ROOT,False,False
5663,αὐτῷ,αὐτός,PRON,Pp,iobj,False,False
5664,εἷς,εἷς,NUM,Ma,nsubj:pass,False,False
5665,ἐκ,ἐκ,ADP,R-,case,False,False
5666,τοῦ,ὁ,DET,S-,det,False,False
5667,ὄχλου,ὄχλος,NOUN,Nb,nmod,False,True
5668,διδάσκαλε,διδάσκαλος,NOUN,Nb,vocative,True,False
5669,ἤνεγκα,φέρω,VERB,V-,ROOT,False,False
5670,τὸν,ὁ,DET,S-,det,False,False
5671,υἱόν,υἱός,NOUN,Nb,obj,False,False
5672,μου,ἐγώ,PRON,Pp,det,False,False
5673,πρὸς,πρός,ADP,R-,case,False,False
5674,σέ,σύ,PRON,Pp,obl,False,False
5675,ἔχοντα,ἔχω,VERB,V-,advcl,False,False
5676,πνεῦμα,πνεῦμα,NOUN,Nb,obj,False,False
5677,ἄλαλον,ἄλαλος,ADJ,A-,amod,False,False
5678,καὶ,καί,CCONJ,C-,cc,True,False
5679,ὅπου,ὅπου,ADV,Dq,advmod,False,False
5680,ἐὰν,ἐάν,ADV,Df,advmod,False,False
5681,αὐτὸν,αὐτός,PRON,Pp,obj,False,False
5682,καταλάβῃ,καταλαμβάνω,VERB,V-,advcl,False,False
5683,ῥήσσει,ῥήγνυμι,VERB,V-,ROOT,False,False
5684,αὐτόν,αὐτός,PRON,Pp,obj,False,False
5685,καὶ,καί,CCONJ,C-,cc,False,False
5686,ἀφρίζει,ἀφρίζω,VERB,V-,conj,False,False
5687,καὶ,καί,CCONJ,C-,cc,False,False
5688,τρίζει,τρίζω,VERB,V-,conj,False,False
5689,τοὺς,ὁ,DET,S-,det,False,False
5690,ὀδόντας,ὀδούς,NOUN,Nb,obj,False,False
5691,καὶ,καί,CCONJ,C-,cc,False,False
5692,ξηραίνεται,ξηραίνω,VERB,V-,conj,False,False
5693,καὶ,καί,CCONJ,C-,cc,True,False
5694,εἶπα,λέγω,VERB,V-,ROOT,False,False
5695,τοῖς,ὁ,DET,S-,det,False,False
5696,μαθηταῖς,μαθητής,NOUN,Nb,iobj,False,False
5697,σου,σύ,PRON,Pp,det,False,False
5698,ἵνα,ἵνα,SCONJ,G-,mark,False,False
5699,αὐτὸ,αὐτός,PRON,Pp,obj,False,False
5700,ἐκβάλωσιν,ἐκβάλλω,VERB,V-,ccomp,False,False
5701,καὶ,καί,CCONJ,C-,cc,False,False
5702,οὐκ,οὐ,ADV,Df,advmod,False,False
5703,ἴσχυσαν,ἰσχύω,VERB,V-,conj,False,True
5704,ὁ,ὁ,PRON,Pp,nsubj,True,False
5705,δὲ,δέ,ADV,Df,discourse,False,False
5706,ἀποκριθεὶς,ἀποκρίνω,VERB,V-,advcl,False,False
5707,αὐτοῖς,αὐτός,PRON,Pp,iobj,False,False
5708,λέγει,λέγω,VERB,V-,ROOT,False,True
5709,ὦ,ὦ,INTJ,I-,discourse,False,False
5710,γενεὰ,γενεά,NOUN,Nb,vocative,False,False
5711,ἄπιστος,ἄπιστος,ADJ,A-,amod,False,True
5712,ἕως,ἕως,ADP,R-,case,False,False
5713,πότε,πότε,ADV,Du,advmod,False,False
5714,πρὸς,πρός,ADP,R-,case,False,False
5715,ὑμᾶς,ὑμεῖς,PRON,Pp,ROOT,False,False
5716,ἔσομαι,εἰμί,AUX,V-,cop,False,False
5717,ἕως,ἕως,ADP,R-,case,True,False
5718,πότε,πότε,ADV,Du,advmod,False,False
5719,ἀνέξομαι,ἀνέχω,VERB,V-,ROOT,False,False
5720,ὑμῶν,ὑμεῖς,PRON,Pp,iobj,False,True
5721,φέρετε,φέρω,VERB,V-,ROOT,False,False
5722,αὐτὸν,αὐτός,PRON,Pp,obj,False,False
5723,πρός,πρός,ADP,R-,case,False,False
5724,με,ἐγώ,PRON,Pp,obl,False,True
5725,καὶ,καί,CCONJ,C-,cc,True,False
5726,ἤνεγκαν,φέρω,VERB,V-,ROOT,False,False
5727,αὐτὸν,αὐτός,PRON,Pp,obj,False,False
5728,πρὸς,πρός,ADP,R-,case,False,False
5729,αὐτόν,αὐτός,PRON,Pp,obl,False,True
5730,καὶ,καί,CCONJ,C-,cc,True,False
5731,ἰδὼν,ὁράω,VERB,V-,advcl,False,False
5732,αὐτὸν,αὐτός,PRON,Pp,obj,False,False
5733,τὸ,ὁ,DET,S-,det,False,False
5734,πνεῦμα,πνεῦμα,NOUN,Nb,nsubj,False,False
5735,εὐθὺς,εὐθύς,ADV,Df,advmod,False,False
5736,συνεσπάραξεν,συσπαράσσω,VERB,V-,ROOT,False,False
5737,αὐτόν,αὐτός,PRON,Pp,obj,False,False
5738,καὶ,καί,CCONJ,C-,cc,False,False
5739,πεσὼν,πίπτω,VERB,V-,advcl,False,False
5740,ἐπὶ,ἐπί,ADP,R-,case,False,False
5741,τῆς,ὁ,DET,S-,det,False,False
5742,γῆς,γῆ,NOUN,Nb,obl,False,False
5743,ἐκυλίετο,κυλίω,VERB,V-,conj,False,False
5744,ἀφρίζων,ἀφρίζω,VERB,V-,advcl,False,True
5745,καὶ,καί,CCONJ,C-,cc,True,False
5746,ἐπηρώτησεν,ἐπερωτάω,VERB,V-,ROOT,False,False
5747,τὸν,ὁ,DET,S-,det,False,False
5748,πατέρα,πατήρ,NOUN,Nb,obj,False,False
5749,αὐτοῦ,αὐτός,PRON,Pp,det,False,False
5750,πόσος,πόσος,PRON,Pi,det,True,False
5751,χρόνος,χρόνος,NOUN,Nb,nsubj,False,False
5752,ἐστὶν,εἰμί,AUX,V-,ROOT,False,False
5753,ὡς,ὡς,ADV,Dq,advmod,False,False
5754,τοῦτο,οὗτος,ADJ,Pd,nsubj,False,False
5755,γέγονεν,γίγνομαι,VERB,V-,advcl,False,False
5756,αὐτῷ,αὐτός,PRON,Pp,iobj,False,False
5757,ὁ,ὁ,PRON,Pp,nsubj,True,False
5758,δὲ,δέ,ADV,Df,discourse,False,False
5759,εἶπεν,λέγω,VERB,V-,ROOT,False,True
5760,ἐκ,ἐκ,ADP,R-,case,False,False
5761,παιδιόθεν,παιδιόθεν,ADV,Df,advmod,False,False
5762,καὶ,καί,CCONJ,C-,cc,True,False
5763,πολλάκις,πολλάκις,ADV,Df,advmod,False,False
5764,καὶ,καί,CCONJ,C-,cc,False,False
5765,εἰς,εἰς,ADP,R-,case,False,False
5766,πῦρ,πῦρ,NOUN,Nb,obl,False,False
5767,αὐτὸν,αὐτός,PRON,Pp,obj,False,False
5768,ἔβαλεν,βάλλω,VERB,V-,ROOT,False,False
5769,καὶ,καί,CCONJ,C-,cc,False,False
5770,εἰς,εἰς,ADP,R-,case,False,False
5771,ὕδατα,ὕδωρ,NOUN,Nb,conj,False,False
5772,ἵνα,ἵνα,SCONJ,G-,mark,False,False
5773,ἀπολέσῃ,ἀπόλλυμι,VERB,V-,advcl,False,False
5774,αὐτόν,αὐτός,PRON,Pp,obj,False,False
5775,ἀλλ’,ἀλλ’,CCONJ,C-,cc,True,False
