,token,lemma,pos,tag,dep,is_sentence_start,is_sentence_end
447,πανταχοῦ,πανταχοῦ,ADV,Df,advmod,False,False
448,εἰς,εἰς,ADP,R-,case,False,False
449,ὅλην,ὅλος,ADJ,A-,amod,False,False
450,τὴν,ὁ,DET,S-,det,False,False
451,περίχωρον,περίχωρος,NOUN,Nb,appos,False,False
452,τῆς,ὁ,DET,S-,det,False,False
453,Γαλιλαίας,γαλιλαία,PROPN,Ne,nmod,False,True
454,Καὶ,καί,CCONJ,C-,cc,True,False
455,εὐθὺς,εὐθύς,ADV,Df,advmod,False,False
456,ἐκ,ἐκ,ADP,R-,case,False,False
457,τῆς,ὁ,DET,S-,det,False,False
458,συναγωγῆς,συναγωγή,NOUN,Nb,obl,False,False
459,ἐξελθόντες,ἐξέρχομαι,VERB,V-,advcl,False,False
460,ἦλθον,ἔρχομαι,VERB,V-,ROOT,False,False
461,εἰς,εἰς,ADP,R-,case,False,False
462,τὴν,ὁ,DET,S-,det,False,False
463,οἰκίαν,οἰκία,NOUN,Nb,obl,False,False
464,Σίμωνος,σίμων,PROPN,Ne,nmod,False,False
465,καὶ,καί,CCONJ,C-,cc,False,False
466,Ἀνδρέου,ἀνδρέας,PROPN,Ne,conj,False,False
467,μετὰ,μετά,ADP,R-,case,False,False
468,Ἰακώβου,ἰάκωβος,PROPN,Ne,obl,False,False
469,καὶ,καί,CCONJ,C-,cc,False,False
470,Ἰωάννου,ἰωάν(ν)ης,PROPN,Ne,conj,False,False
471,ἡ,ὁ,DET,S-,det,True,False
472,δὲ,δέ,ADV,Df,discourse,False,False
473,πενθερὰ,πενθερά,NOUN,Nb,nsubj,False,False
474,Σίμωνος,σίμων,PROPN,Ne,nmod,False,False
475,κατέκειτο,κατάκειμαι,VERB,V-,ROOT,False,False
476,πυρέσσουσα,πυρέσσω,VERB,V-,advcl,False,False
477,καὶ,καί,CCONJ,C-,cc,False,False
478,εὐθὺς,εὐθύς,ADV,Df,advmod,False,False
479,λέγουσιν,λέγω,VERB,V-,conj,False,False
480,αὐτῷ,αὐτός,PRON,Pp,iobj,False,False
481,περὶ,περί,ADP,R-,case,False,False
482,αὐτῆς,αὐτός,PRON,Pp,obl,False,True
483,καὶ,καί,CCONJ,C-,cc,True,False
484,προσελθὼν,προσέρχομαι,VERB,V-,advcl,False,False
485,ἤγειρεν,ἐγείρω,VERB,V-,ROOT,False,False
486,αὐτὴν,αὐτός,PRON,Pp,obj,False,False
487,κρατήσας,κρατέω,VERB,V-,advcl,False,False
488,τῆς,ὁ,DET,S-,det,False,False
489,χειρός,χείρ,NOUN,Nb,iobj,False,False
490,καὶ,καί,CCONJ,C-,cc,True,False
491,ἀφῆκεν,ἀφίημι,VERB,V-,ROOT,False,False
492,αὐτὴν,αὐτός,PRON,Pp,obj,False,False
493,ὁ,ὁ,DET,S-,det,False,False
494,πυρετός,πυρετός,NOUN,Nb,nsubj,False,False
495,καὶ,καί,CCONJ,C-,cc,False,False
496,διηκόνει,διακονέω,VERB,V-,conj,False,False
497,αὐτοῖς,αὐτός,PRON,Pp,iobj,False,True
498,Ὀψίας,ὄψιος,ADJ,A-,xcomp,True,False
499,δὲ,δέ,ADV,Df,discourse,False,False
500,γενομένης,γίγνομαι,VERB,V-,advcl,False,False
501,ὅτε,ὅτε,SCONJ,G-,mark,False,False
502,ἔδυ,τρέχω,VERB,V-,advcl,False,False
503,ὁ,ὁ,DET,S-,det,False,False
504,ἥλιος,ἥλιος,NOUN,Nb,nsubj,False,False
505,ἔφερον,φέρω,VERB,V-,ROOT,False,False
506,πρὸς,πρός,ADP,R-,case,False,False
507,αὐτὸν,αὐτός,PRON,Pp,obl,False,False
508,πάντας,πᾶς,DET,Px,det,False,False
509,τοὺς,ὁ,DET,S-,det,False,False
510,κακῶς,κακῶς,ADV,Df,xcomp,False,False
511,ἔχοντας,ἔχω,VERB,V-,obj,False,False
512,καὶ,καί,CCONJ,C-,cc,False,False
513,τοὺς,ὁ,DET,S-,det,False,False
514,δαιμονιζομένους,δαιμονίζομαι,VERB,V-,conj,False,False
515,καὶ,καί,CCONJ,C-,cc,True,False
516,ἦν,εἰμί,AUX,V-,cop,False,False
517,ὅλη,ὅλος,ADJ,A-,amod,False,False
518,ἡ,ὁ,DET,S-,det,False,False
519,πόλις,πόλις,NOUN,Nb,nsubj:pass,False,False
520,ἐπισυνηγμένη,ἐπισυνάγω,VERB,V-,ROOT,False,False
521,πρὸς,πρός,ADP,R-,case,False,False
522,τὴν,ὁ,DET,S-,det,False,False
523,θύραν,θύρα,NOUN,Nb,obl,False,True
524,καὶ,καί,CCONJ,C-,cc,True,False
525,ἐθεράπευσεν,θεραπεύω,VERB,V-,ROOT,False,False
526,πολλοὺς,πολύς,ADJ,A-,advmod,False,False
527,κακῶς,κακῶς,ADV,Df,xcomp,False,False
528,ἔχοντας,ἔχω,VERB,V-,obj,False,False
529,ποικίλαις,ποικίλος,ADJ,A-,amod,False,False
530,νόσοις,νόσος,NOUN,Nb,obl,False,False
531,καὶ,καί,CCONJ,C-,cc,False,False
532,δαιμόνια,δαιμόνιον,NOUN,Nb,obj,False,False
533,πολλὰ,πολύς,ADJ,A-,amod,False,False
534,ἐξέβαλεν,ἐκβάλλω,VERB,V-,conj,False,False
535,καὶ,καί,CCONJ,C-,cc,False,False
536,οὐκ,οὐ,ADV,Df,advmod,False,False
537,ἤφιεν,ἀφίημι,VERB,V-,conj,False,False
538,λαλεῖν,λαλέω,VERB,V-,ccomp,False,False
539,τὰ,ὁ,DET,S-,det,False,False
540,δαιμόνια,δαιμόνιον,NOUN,Nb,nsubj,False,False
541,ὅτι,ὅτι,SCONJ,G-,mark,False,False
542,ᾔδεισαν,οἶδα,VERB,V-,advcl,False,False
543,αὐτόν,αὐτός,PRON,Pp,obj,False,True
544,Καὶ,καί,CCONJ,C-,cc,True,False
545,πρωῒ,πρωΐ,ADV,Df,advmod,False,False
546,ἔννυχα,ἔννυχος,ADJ,A-,advmod,False,False
547,λίαν,λίαν,ADV,Df,advmod,False,False
548,ἀναστὰς,ἀνίστημι,VERB,V-,advcl,False,False
549,ἐξῆλθεν,ἐξέρχομαι,VERB,V-,ROOT,False,False
550,καὶ,καί,CCONJ,C-,cc,False,False
551,ἀπῆλθεν,ἀπέρχομαι,VERB,V-,conj,False,False
552,εἰς,εἰς,ADP,R-,case,False,False
553,ἔρημον,ἔρημος,ADJ,A-,amod,False,False
554,τόπον,τόπος,NOUN,Nb,obl,False,False
555,κἀκεῖ,κἀκεῖ,ADV,Df,advmod,False,False
556,προσηύχετο,προσεύχομαι,VERB,V-,conj,False,True
557,καὶ,καί,CCONJ,C-,cc,True,False
558,κατεδίωξεν,καταδιώκω,VERB,V-,ROOT,False,False
559,αὐτὸν,αὐτός,PRON,Pp,obj,False,False
560,Σίμων,σίμων,PROPN,Ne,nsubj,False,False
561,καὶ,καί,CCONJ,C-,cc,False,False
562,οἱ,ὁ,DET,S-,det,False,False
563,μετ’,μετ’,ADP,R-,case,False,False
564,αὐτοῦ,αὐτός,PRON,Pp,conj,False,False
565,καὶ,καί,CCONJ,C-,cc,True,False
566,εὗρον,εὑρίσκω,VERB,V-,ROOT,False,False
567,αὐτὸν,αὐτός,PRON,Pp,obj,False,False
568,καὶ,καί,CCONJ,C-,cc,False,False
569,λέγουσιν,λέγω,VERB,V-,conj,False,False
570,αὐτῷ,αὐτός,PRON,Pp,iobj,False,False
571,ὅτι,ὅτι,SCONJ,G-,ccomp,False,True
572,πάντες,πᾶς,ADJ,Px,nsubj,True,False
573,ζητοῦσίν,ζητέω,VERB,V-,ROOT,False,False
574,σε,σύ,PRON,Pp,obj,False,True
575,καὶ,καί,CCONJ,C-,cc,True,False
576,λέγει,λέγω,VERB,V-,ROOT,False,False
577,αὐτοῖς,αὐτός,PRON,Pp,iobj,False,True
578,ἄγωμεν,ἄγω,VERB,V-,ROOT,True,False
579,ἀλλαχοῦ,ἀλλαχοῦ,ADV,Df,advmod,False,False
580,εἰς,εἰς,ADP,R-,case,False,False
581,τὰς,ὁ,DET,S-,det,False,False
582,ἐχομένας,ἔχω,VERB,V-,acl,False,False
583,κωμοπόλεις,κωμόπολις,NOUN,Nb,obl,False,True
584,ἵνα,ἵνα,SCONJ,G-,mark,False,False
585,καὶ,καί,ADV,Df,advmod,False,False
586,ἐκεῖ,ἐκεῖ,ADV,Df,advmod,False,False
587,κηρύξω,κηρύσσω,VERB,V-,advcl,False,False
588,εἰς,εἰς,ADP,R-,ROOT,True,True
589,τοῦτο,οὗτος,ADJ,Pd,obl,True,False
590,γὰρ,γάρ,ADV,Df,discourse,False,False
591,ἐξῆλθον,ἐξέρχομαι,VERB,V-,ROOT,False,True
592,Καὶ,καί,CCONJ,C-,cc,True,False
593,ἦλθεν,ἔρχομαι,VERB,V-,ROOT,False,False
594,κηρύσσων,κηρύσσω,VERB,V-,advcl,False,False
595,εἰς,εἰς,ADP,R-,case,False,False
596,τὰς,ὁ,DET,S-,det,False,False
597,συναγωγὰς,συναγωγή,NOUN,Nb,obl,False,False
598,αὐτῶν,αὐτός,PRON,Pp,det,False,False
599,εἰς,εἰς,ADP,R-,case,False,False
600,ὅλην,ὅλος,ADJ,A-,amod,False,False
601,τὴν,ὁ,DET,S-,det,False,False
602,Γαλιλαίαν,γαλιλαία,PROPN,Ne,obl,False,False
603,καὶ,καί,CCONJ,C-,dep,False,False
604,τὰ,ὁ,DET,S-,det,False,False
605,δαιμόνια,δαιμόνιον,NOUN,Nb,obj,False,False
606,ἐκβάλλων,ἐκβάλλω,VERB,V-,conj,False,True
607,Καὶ,καί,CCONJ,C-,cc,True,False
608,ἔρχεται,ἔρχομαι,VERB,V-,ROOT,False,False
609,πρὸς,πρός,ADP,R-,case,False,False
610,αὐτὸν,αὐτός,PRON,Pp,obl,False,False
611,λεπρὸς,λεπρός,ADJ,A-,nsubj,False,False
612,παρακαλῶν,παρακαλέω,VERB,V-,advcl,False,False
613,αὐτὸν,αὐτός,PRON,Pp,obj,False,False
614,καὶ,καί,CCONJ,C-,cc,False,False
615,γονυπετῶν,γονυπετέω,VERB,V-,conj,False,False
616,καὶ,καί,CCONJ,C-,cc,False,False
617,λέγων,λέγω,VERB,V-,conj,False,False
618,αὐτῷ,αὐτός,PRON,Pp,iobj,False,False
619,ὅτι,ὅτι,SCONJ,G-,ccomp,False,True
620,ἐὰν,ἐάν,SCONJ,G-,mark,True,False
621,θέλῃς,ἐθέλω,VERB,V-,advcl,False,False
622,δύνασαί,δύναμαι,VERB,V-,ROOT,False,False
623,με,ἐγώ,PRON,Pp,obj,False,False
624,καθαρίσαι,καθαρίζω,VERB,V-,xcomp,False,True
625,καὶ,καί,CCONJ,C-,cc,True,False
626,σπλαγχνισθεὶς,σπλαγχνίζομαι,VERB,V-,advcl,False,False
627,ἐκτείνας,ἐκτείνω,VERB,V-,advcl,False,False
628,τὴν,ὁ,DET,S-,det,False,False
629,χεῖρα,χείρ,NOUN,Nb,obj,False,False
630,αὐτοῦ,αὐτός,PRON,Pp,iobj,False,False
631,ἥψατο,ἅπτω,VERB,V-,ROOT,False,False
632,καὶ,καί,CCONJ,C-,cc,False,False
633,λέγει,λέγω,VERB,V-,conj,False,False
634,αὐτῷ,αὐτός,PRON,Pp,iobj,False,True
635,θέλω,ἐθέλω,VERB,V-,ROOT,False,False
636,καθαρίσθητι,καθαρίζω,VERB,V-,ROOT,True,False
637,καὶ,καί,CCONJ,C-,cc,True,False
638,εὐθὺς,εὐθύς,ADV,Df,advmod,False,False
639,ἀπῆλθεν,ἀπέρχομαι,VERB,V-,ROOT,False,False
640,ἀπ,ἀπ,ADP,R-,case,False,False
641,αὐτοῦ,αὐτός,PRON,Pp,obl,False,False
642,ἡ,ὁ,DET,S-,det,False,False
643,λέπρα,λέπρα,NOUN,Nb,nsubj,False,False
644,καὶ,καί,CCONJ,C-,cc,False,False
645,ἐκαθαρίσθη,καθαρίζω,VERB,V-,conj,False,True
646,καὶ,καί,CCONJ,C-,cc,True,False
647,ἐμβριμησάμενος,ἐμβριμάομαι,VERB,V-,advcl,False,False
648,αὐτῷ,αὐτός,PRON,Pp,iobj,False,False
649,εὐθὺς,εὐθύς,ADV,Df,advmod,False,False
650,ἐξέβαλεν,ἐκβάλλω,VERB,V-,ROOT,False,False
651,αὐτὸν,αὐτός,PRON,Pp,obj,False,False
652,καὶ,καί,CCONJ,C-,cc,False,False
653,λέγει,λέγω,VERB,V-,conj,False,False
654,αὐτῷ,αὐτός,PRON,Pp,iobj,False,True
655,ὅρα,ὁράω,VERB,V-,ROOT,True,False
656,μηδενὶ,μηδείς,ADJ,Px,iobj,False,False
657,μηδὲν,μηδείς,ADJ,Px,obj,False,False
658,εἴπῃς,λέγω,VERB,V-,ccomp,False,False
659,ἀλλ’,ἀλλ’,CCONJ,C-,cc,False,False
660,ὕπαγε,ὑπάγω,VERB,V-,conj,False,False
661,σεαυτὸν,σεαυτοῦ,PRON,Pk,obj,False,False
662,δεῖξον,δείκνυμι,VERB,V-,conj,False,False
663,τῷ,ὁ,DET,S-,det,False,False
664,ἱερεῖ,ἱερεύς,NOUN,Nb,iobj,False,False
665,καὶ,καί,CCONJ,C-,cc,False,False
666,προσένεγκε,προσφέρω,VERB,V-,conj,False,False
667,περὶ,περί,ADP,R-,case,False,False
668,τοῦ,ὁ,DET,S-,det,False,False
669,καθαρισμοῦ,καθαρισμός,NOUN,Nb,obl,False,False
670,σου,σύ,PRON,Pp,det,False,False
671,ἃ,ὅς,PRON,Pr,obj,False,False
672,προσέταξεν,προστάσσω,VERB,V-,acl,False,False
673,Μωϋσῆς,μωϋσῆς,PROPN,Ne,nsubj,False,False
674,εἰς,εἰς,ADP,R-,case,False,False
675,μαρτύριον,μαρτύριον,NOUN,Nb,obl,False,False
676,αὐτοῖς,αὐτός,PRON,Pp,nmod,False,True
677,Ὁ,ὁ,PRON,Pp,nsubj,True,False
678,δὲ,δέ,ADV,Df,discourse,False,False
679,ἐξελθὼν,ἐξέρχομαι,VERB,V-,advcl,False,False
680,ἤρξατο,ἄρχω,VERB,V-,ROOT,False,False
681,κηρύσσειν,κηρύσσω,VERB,V-,xcomp,False,False
682,πολλὰ,πολύς,ADJ,A-,obj,False,False
683,καὶ,καί,CCONJ,C-,cc,False,False
684,διαφημίζειν,διαφημίζω,VERB,V-,conj,False,False
685,τὸν,ὁ,DET,S-,det,False,False
686,λόγον,λόγος,NOUN,Nb,obj,False,False
687,ὥστε,ὥστε,SCONJ,G-,mark,False,False
688,μηκέτι,μηκέτι,ADV,Df,advmod,False,False
689,αὐτὸν,αὐτός,PRON,Pp,nsubj,False,False
690,δύνασθαι,δύναμαι,VERB,V-,advcl,False,False
691,φανερῶς,φανερῶς,ADV,Df,advmod,False,False
692,εἰς,εἰς,ADP,R-,case,False,False
693,πόλιν,πόλις,NOUN,Nb,obl,False,False
694,εἰσελθεῖν,εἰσέρχομαι,VERB,V-,xcomp,False,False
695,ἀλλ’,ἀλλ’,CCONJ,C-,cc,False,False
696,ἔξω,ἔξω,ADV,Df,advmod,False,False
697,ἐπ’,ἐπ’,ADP,R-,case,False,False
698,ἐρήμοις,ἔρημος,ADJ,A-,amod,False,False
699,τόποις,τόπος,NOUN,Nb,appos,False,False
700,ἦν,εἰμί,AUX,V-,cop,False,False
701,καὶ,καί,CCONJ,C-,cc,False,False
702,ἤρχοντο,ἔρχομαι,VERB,V-,conj,False,False
703,πρὸς,πρός,ADP,R-,case,False,False
704,αὐτὸν,αὐτός,PRON,Pp,obl,False,False
705,πάντοθεν,πάντοθεν,ADV,Df,advmod,False,True
706,Καὶ,καί,CCONJ,C-,cc,True,False
707,εἰσελθὼν,εἰσέρχομαι,VERB,V-,advcl,False,False
708,πάλιν,πάλιν,ADV,Df,advmod,False,False
709,εἰς,εἰς,ADP,R-,case,False,False
710,Καφαρναοὺμ,καφαρναούμ,PROPN,Ne,obl,False,False
711,δι’,διά,ADP,R-,case,False,False
712,ἡμερῶν,ἡμέρα,NOUN,Nb,obl,False,False
713,ἠκούσθη,ἀκούω,VERB,V-,ROOT,False,False
714,ὅτι,ὅτι,SCONJ,G-,mark,False,False
715,ἐν,ἐν,ADP,R-,case,False,False
716,οἴκῳ,οἶκος,NOUN,Nb,csubj:pass,False,False
717,ἐστίν,εἰμί,AUX,V-,cop,False,False
718,καὶ,καί,CCONJ,C-,cc,True,False
719,συνήχθησαν,συνάγω,VERB,V-,ROOT,False,False
720,πολλοὶ,πολύς,ADJ,A-,nsubj:pass,False,False
721,ὥστε,ὥστε,SCONJ,G-,mark,False,False
722,μηκέτι,μηκέτι,ADV,Df,advmod,False,False
723,χωρεῖν,χωρέω,VERB,V-,advcl,False,False
724,μηδὲ,μηδέ,CCONJ,C-,cc,False,False
725,τὰ,ὁ,DET,S-,det,False,False
726,πρὸς,πρός,ADP,R-,case,False,False
727,τὴν,ὁ,DET,S-,det,False,False
728,θύραν,θύρα,NOUN,Nb,obj,False,False
729,καὶ,καί,CCONJ,C-,cc,False,False
730,ἐλάλει,λαλέω,VERB,V-,conj,False,False
731,αὐτοῖς,αὐτός,PRON,Pp,iobj,False,False
732,τὸν,ὁ,DET,S-,det,False,False
733,λόγον,λόγος,NOUN,Nb,obj,False,True
734,Καὶ,καί,CCONJ,C-,cc,True,False
735,ἔρχονται,ἔρχομαι,VERB,V-,ROOT,False,False
736,φέροντες,φέρω,VERB,V-,advcl,False,False
737,πρὸς,πρός,ADP,R-,case,False,False
738,αὐτὸν,αὐτός,PRON,Pp,obl,False,False
739,παραλυτικὸν,παραλυτικός,ADJ,A-,obj,False,False
740,αἰρόμενον,ἀείρω,VERB,V-,advcl,False,False
741,ὑπὸ,ὑπό,ADP,R-,case,False,False
742,τεσσάρων,τέσσαρες,NUM,Ma,obl:agent,False,True
743,καὶ,καί,CCONJ,C-,cc,True,False
744,μὴ,μή,ADV,Df,advmod,False,False
745,δυνάμενοι,δύναμαι,VERB,V-,conj,False,False
746,προσενέγκαι,προσφέρω,VERB,V-,xcomp,False,False
747,αὐτῷ,αὐτός,PRON,Pp,iobj,False,False
748,διὰ,διά,ADP,R-,case,False,False
749,τὸν,ὁ,DET,S-,det,False,False
750,ὄχλον,ὄχλος,NOUN,Nb,obl,False,False
751,ἀπεστέγασαν,ἀποστεγάζω,VERB,V-,ROOT,False,False
752,τὴν,ὁ,DET,S-,det,False,False
753,στέγην,στέγη,NOUN,Nb,obj,False,False
754,ὅπου,ὅπου,ADV,Dq,advmod,False,False
755,ἦν,εἰμί,AUX,V-,acl,False,False
756,καὶ,καί,CCONJ,C-,cc,False,False
757,ἐξορύξαντες,ἐξορύσσω,VERB,V-,advcl,False,False
758,χαλῶσιν,χαλῶσιν,VERB,V-,conj,False,False
759,τὸν,ὁ,DET,S-,det,False,False
760,κράβαττον,κράβαττος,NOUN,Nb,obj,False,False
761,ὅπου,ὅπου,ADV,Dq,advmod,False,False
762,ὁ,ὁ,DET,S-,det,False,False
763,παραλυτικὸς,παραλυτικός,ADJ,A-,nsubj,False,False
764,κατέκειτο,κατάκειμαι,VERB,V-,acl,False,False
765,καὶ,καί,CCONJ,C-,cc,True,False
766,ἰδὼν,ὁράω,VERB,V-,advcl,False,False
767,ὁ,ὁ,DET,S-,det,False,False
768,Ἰησοῦς,ἰησοῦς,PROPN,Ne,nsubj,False,False
769,τὴν,ὁ,DET,S-,det,False,False
770,πίστιν,πίστις,NOUN,Nb,obj,False,False
771,αὐτῶν,αὐτός,PRON,Pp,det,False,False
772,λέγει,λέγω,VERB,V-,ROOT,False,False
773,τῷ,ὁ,DET,S-,det,False,False
774,παραλυτικῷ,παραλυτικός,ADJ,A-,iobj,False,True
775,τέκνον,τέκνον,NOUN,Nb,vocative,False,False
776,ἀφίενταί,ἀφίημι,VERB,V-,ROOT,False,False
777,σου,σύ,PRON,Pp,det,False,False
778,αἱ,ὁ,DET,S-,det,False,False
779,ἁμαρτίαι,ἁμαρτία,NOUN,Nb,nsubj:pass,False,True
780,Ἦσαν,εἰμί,AUX,V-,cop,True,False
781,δέ,δέ,ADV,Df,discourse,False,False
782,τινες,τίς,ADJ,Px,nsubj,False,False
783,τῶν,ὁ,DET,S-,det,False,False
784,γραμματέων,γραμματεύς,NOUN,Nb,nmod,False,False
785,ἐκεῖ,ἐκεῖ,ADV,Df,advmod,False,False
786,καθήμενοι,κάθημαι,VERB,V-,ROOT,False,False
787,καὶ,καί,CCONJ,C-,cc,False,False
788,διαλογιζόμενοι,διαλογίζομαι,VERB,V-,conj,False,False
789,ἐν,ἐν,ADP,R-,case,False,False
790,ταῖς,ὁ,DET,S-,det,False,False
791,καρδίαις,καρδία,NOUN,Nb,obl,False,False
792,αὐτῶν,αὐτός,PRON,Pp,det,False,True
793,τί,τίς,PRON,Pi,obl,True,False
794,οὗτος,οὗτος,ADJ,Pd,nsubj,False,False
795,οὕτως,οὕτω(ς),ADV,Df,advmod,False,False
796,λαλεῖ,λαλέω,VERB,V-,xcomp,False,False
797,βλασφημεῖ,βλασφημέω,VERB,V-,ROOT,False,True
798,τίς,τίς,ADJ,Px,nsubj,False,False
799,δύναται,δύναμαι,VERB,V-,ROOT,False,False
800,ἀφιέναι,ἀφίημι,VERB,V-,xcomp,False,False
801,ἁμαρτίας,ἁμαρτία,NOUN,Nb,obj,False,False
802,εἰ,εἰ,ADV,Df,acl,False,False
803,μὴ,μή,ADV,Df,advmod,False,False
804,εἷς,εἷς,NUM,Ma,dislocated,False,True
805,ὁ,ὁ,DET,S-,det,True,False
806,θεός,θεός,NOUN,Nb,nsubj,False,False
807,καὶ,καί,CCONJ,C-,cc,True,False
808,εὐθὺς,εὐθύς,ADV,Df,advmod,False,False
809,ἐπιγνοὺς,ἐπιγιγνώσκω,VERB,V-,advcl,False,False
810,ὁ,ὁ,DET,S-,det,False,False
811,Ἰησοῦς,ἰησοῦς,PROPN,Ne,nsubj,False,False
812,τῷ,ὁ,DET,S-,det,False,False
813,πνεύματι,πνεῦμα,NOUN,Nb,obl,False,False
814,αὐτοῦ,αὐτός,PRON,Pp,det,False,False
815,ὅτι,ὅτι,SCONJ,G-,mark,False,False
816,οὕτως,οὕτω(ς),ADV,Df,advmod,False,False
817,διαλογίζονται,διαλογίζομαι,VERB,V-,ccomp,False,False
818,ἐν,ἐν,ADP,R-,case,False,False
819,ἑαυτοῖς,ἑαυτοῦ,PRON,Pk,obl,False,False
820,λέγει,λέγω,VERB,V-,ROOT,False,False
821,αὐτοῖς,αὐτός,PRON,Pp,iobj,False,True
822,τί,τίς,PRON,Pi,obl,False,False
823,ταῦτα,οὗτος,ADJ,Pd,obj,False,False
824,διαλογίζεσθε,διαλογίζομαι,VERB,V-,ROOT,False,False
825,ἐν,ἐν,ADP,R-,case,False,False
826,ταῖς,ὁ,DET,S-,det,False,False
827,καρδίαις,καρδία,NOUN,Nb,obl,False,False
828,ὑμῶν,ὑμεῖς,PRON,Pp,det,False,True
829,τί,τίς,PRON,Pi,nsubj,True,False
830,ἐστιν,εἰμί,AUX,V-,cop,False,False
831,εὐκοπώτερον,εὔκοπος,ADJ,A-,ROOT,False,False
832,εἰπεῖν,λέγω,VERB,V-,acl,False,False
833,τῷ,ὁ,DET,S-,det,False,False
834,παραλυτικῷ,παραλυτικός,ADJ,A-,iobj,False,False
835,ἀφίενταί,ἀφίημι,VERB,V-,parataxis,False,False
836,σου,σύ,PRON,Pp,det,False,False
837,αἱ,ὁ,DET,S-,det,False,False
838,ἁμαρτίαι,ἁμαρτία,NOUN,Nb,nsubj:pass,False,False
839,ἢ,ἤ,CCONJ,C-,dep,False,False
840,εἰπεῖν,λέγω,VERB,V-,dep,False,False
841,ἔγειρε,ἐγείρω,VERB,V-,ROOT,True,False
842,καὶ,καί,CCONJ,C-,cc,False,False
843,ἆρον,ἀείρω,VERB,V-,conj,False,False
844,τὸν,ὁ,DET,S-,det,False,False
845,κράβαττόν,κράβαττος,NOUN,Nb,obj,False,False
846,σου,σύ,PRON,Pp,det,False,False
847,καὶ,καί,CCONJ,C-,cc,False,False
848,περιπάτει,περιπατέω,VERB,V-,conj,False,True
849,ἵνα,ἵνα,SCONJ,G-,mark,True,False
850,δὲ,δέ,ADV,Df,discourse,False,False
851,εἰδῆτε,οἶδα,VERB,V-,advcl,False,False
852,ὅτι,ὅτι,SCONJ,G-,mark,False,False
853,ἐξουσίαν,ἐξουσία,NOUN,Nb,obj,False,False
854,ἔχει,ἔχω,VERB,V-,ccomp,False,False
855,ὁ,ὁ,DET,S-,det,False,False
856,υἱὸς,υἱός,NOUN,Nb,nsubj,False,False
857,τοῦ,ὁ,DET,S-,det,False,False
858,ἀνθρώπου,ἄνθρωπος,NOUN,Nb,nmod,False,False
859,ἀφιέναι,ἀφίημι,VERB,V-,acl,False,False
860,ἁμαρτίας,ἁμαρτία,NOUN,Nb,obj,False,False
861,ἐπὶ,ἐπί,ADP,R-,case,False,False
862,τῆς,ὁ,DET,S-,det,False,False
863,γῆς,γῆ,NOUN,Nb,obl,False,False
864,λέγει,λέγω,VERB,V-,ROOT,False,False
865,τῷ,ὁ,DET,S-,det,False,False
866,παραλυτικῷ,παραλυτικός,ADJ,A-,iobj,False,True
867,σοὶ,σύ,PRON,Pp,iobj,False,False
868,λέγω,λέγω,VERB,V-,advcl,False,False
869,ἔγειρε,ἐγείρω,VERB,V-,ROOT,True,True
870,ἆρον,ἀείρω,VERB,V-,ROOT,True,False
871,τὸν,ὁ,DET,S-,det,False,False
872,κράβαττόν,κράβαττος,NOUN,Nb,obj,False,False
873,σου,σύ,PRON,Pp,det,False,False
